StudyNumber,Country,SiteName,SiteID,RS_Paper,RS_Norm,Measure_Year,Measure_Season,Measure_Month,Measure_DOY,Lat_Original,Long_Original,Tsoil(C),SoilMoisture(%),TimeLable,MiddleClimate,MiddleVegType,Meas_Method,Comments
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.148,7.514,1999,Summer,7,186,61.85,24.28,11.144,NULL,24,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.128,7.383,1999,Summer,7,187,61.85,24.28,11.019,NULL,1,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.104,7.226,1999,Summer,7,187,61.85,24.28,10.77,NULL,2,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.093,7.154,1999,Summer,7,187,61.85,24.28,10.596,NULL,3,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.106,7.239,1999,Summer,7,187,61.85,24.28,10.596,NULL,4,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.079,7.062,1999,Summer,7,187,61.85,24.28,10.546,NULL,5,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.042,6.82,1999,Summer,7,187,61.85,24.28,10.745,NULL,6,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.037,6.787,1999,Summer,7,187,61.85,24.28,11.019,NULL,7,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.035,6.774,1999,Summer,7,187,61.85,24.28,11.643,NULL,8,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.033,6.761,1999,Summer,7,187,61.85,24.28,12.266,NULL,9,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.068,6.99,1999,Summer,7,187,61.85,24.28,12.789,NULL,10,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.115,7.298,1999,Summer,7,187,61.85,24.28,13.787,NULL,11,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.161,7.599,1999,Summer,7,187,61.85,24.28,14.46,NULL,12,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.166,7.632,1999,Summer,7,187,61.85,24.28,14.634,NULL,13,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.181,7.73,1999,Summer,7,187,61.85,24.28,14.859,NULL,14,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.234,8.077,1999,Summer,7,187,61.85,24.28,15.008,NULL,15,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.274,8.338,1999,Summer,7,187,61.85,24.28,14.834,NULL,16,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.314,8.6,1999,Summer,7,187,61.85,24.28,14.56,NULL,17,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.321,8.646,1999,Summer,7,187,61.85,24.28,14.359,NULL,18,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.307,8.554,1999,Summer,7,187,61.85,24.28,14.211,NULL,19,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.374,8.993,1999,Summer,7,187,61.85,24.28,14.036,NULL,20,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.403,9.183,1999,Summer,7,187,61.85,24.28,13.687,NULL,21,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.327,8.685,1999,Summer,7,187,61.85,24.28,13.363,NULL,22,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.237,8.096,1999,Summer,7,187,61.85,24.28,12.714,NULL,23,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.175,7.69,1999,Summer,7,187,61.85,24.28,12.166,NULL,24,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.115,7.298,1999,Summer,7,188,61.85,24.28,11.767,NULL,1,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.081,7.075,1999,Summer,7,188,61.85,24.28,11.468,NULL,2,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.05,6.872,1999,Summer,7,188,61.85,24.28,11.219,NULL,3,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.05,6.872,1999,Summer,7,188,61.85,24.28,11.044,NULL,4,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.039,6.8,1999,Summer,7,188,61.85,24.28,10.944,NULL,5,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.05,6.872,1999,Summer,7,188,61.85,24.28,11.169,NULL,6,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.068,6.99,1999,Summer,7,188,61.85,24.28,11.617,NULL,7,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.095,7.167,1999,Summer,7,188,61.85,24.28,12.017,NULL,8,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.132,7.409,1999,Summer,7,188,61.85,24.28,12.49,NULL,9,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.13,7.396,1999,Summer,7,188,61.85,24.28,13.014,NULL,10,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.168,7.645,1999,Summer,7,188,61.85,24.28,13.936,NULL,11,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.21,7.92,1999,Summer,7,188,61.85,24.28,15.407,NULL,12,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.245,8.149,1999,Summer,7,188,61.85,24.28,15.557,NULL,13,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.261,8.253,1999,Summer,7,188,61.85,24.28,16.579,NULL,14,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.208,7.906,1999,Summer,7,188,61.85,24.28,15.357,NULL,15,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.237,8.096,1999,Summer,7,188,61.85,24.28,15.307,NULL,16,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.268,8.299,1999,Summer,7,188,61.85,24.28,15.258,NULL,17,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.238,8.103,1999,Summer,7,188,61.85,24.28,15.133,NULL,18,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.197,7.834,1999,Summer,7,188,61.85,24.28,14.435,NULL,19,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.199,7.848,1999,Summer,7,188,61.85,24.28,14.111,NULL,20,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.234,8.077,1999,Summer,7,188,61.85,24.28,13.587,NULL,21,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.223,8.005,1999,Summer,7,188,61.85,24.28,13.163,NULL,22,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.19,7.789,1999,Summer,7,188,61.85,24.28,12.69,NULL,23,Df,EF,IRGA,NULL
2412,Finland,Hyyti_l_-SMEAR II,FI-HSM,1.141,7.468,1999,Summer,7,188,61.85,24.28,12.31,NULL,24,Df,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.244686,1999,Summer,8,232,50.08,11.52,11.454,NULL,1,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.857439,1999,Summer,8,232,50.08,11.52,11.416,NULL,10,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.652151,1999,Summer,8,232,50.08,11.52,11.668,NULL,22,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.669777,1999,Summer,8,232,50.08,11.52,11.585,NULL,11,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.405391,1999,Summer,8,232,50.08,11.52,11.572,NULL,23,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.179368,1999,Summer,8,232,50.08,11.52,11.532,NULL,24,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,3.189217,1999,Summer,8,232,50.08,11.52,11.964,NULL,14,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.157595,1999,Summer,8,232,50.08,11.52,11.31,NULL,3,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,3.21099,1999,Summer,8,232,50.08,11.52,12.005,NULL,15,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.245723,1999,Summer,8,232,50.08,11.52,11.269,NULL,4,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,3.449456,1999,Summer,8,232,50.08,11.52,12.038,NULL,16,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.145153,1999,Summer,8,232,50.08,11.52,11.205,NULL,5,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.499741,1999,Summer,8,232,50.08,11.52,12.054,NULL,17,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.229134,1999,Summer,8,232,50.08,11.52,11.133,NULL,6,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,3.015034,1999,Summer,8,232,50.08,11.52,12.038,NULL,18,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.270607,1999,Summer,8,232,50.08,11.52,11.925,NULL,19,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.569207,1999,Summer,8,232,50.08,11.52,11.182,NULL,8,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.9352,1999,Summer,8,232,50.08,11.52,11.797,NULL,20,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.562986,1999,Summer,8,232,50.08,11.52,11.724,NULL,21,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.032141,1999,Summer,8,233,50.08,11.52,11.483,NULL,1,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.115086,1999,Summer,8,233,50.08,11.52,11.607,NULL,13,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.186625,1999,Summer,8,233,50.08,11.52,11.526,NULL,10,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.182478,1999,Summer,8,233,50.08,11.52,11.542,NULL,11,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.214619,1999,Summer,8,233,50.08,11.52,11.158,NULL,23,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.737688,1999,Summer,8,233,50.08,11.52,11.005,NULL,24,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.098497,1999,Summer,8,233,50.08,11.52,11.558,NULL,12,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.036288,1999,Summer,8,233,50.08,11.52,11.443,NULL,2,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.453084,1999,Summer,8,233,50.08,11.52,11.672,NULL,14,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.170036,1999,Summer,8,233,50.08,11.52,11.427,NULL,3,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.189736,1999,Summer,8,233,50.08,11.52,11.736,NULL,15,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.944012,1999,Summer,8,233,50.08,11.52,11.412,NULL,4,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.37325,1999,Summer,8,233,50.08,11.52,11.785,NULL,16,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.960601,1999,Summer,8,233,50.08,11.52,11.42,NULL,5,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.105754,1999,Summer,8,233,50.08,11.52,11.785,NULL,17,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.061172,1999,Summer,8,233,50.08,11.52,11.412,NULL,6,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.068429,1999,Summer,8,233,50.08,11.52,11.78,NULL,18,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.885951,1999,Summer,8,233,50.08,11.52,11.42,NULL,7,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.909798,1999,Summer,8,233,50.08,11.52,11.705,NULL,19,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.027994,1999,Summer,8,233,50.08,11.52,11.41,NULL,8,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.039399,1999,Summer,8,233,50.08,11.52,11.592,NULL,20,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.04873,1999,Summer,8,233,50.08,11.52,11.476,NULL,9,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.075687,1999,Summer,8,234,50.08,11.52,10.884,NULL,1,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.511146,1999,Summer,8,234,50.08,11.52,11.161,NULL,13,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.210472,1999,Summer,8,234,50.08,11.52,10.773,NULL,10,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.065319,1999,Summer,8,234,50.08,11.52,10.808,NULL,22,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.992742,1999,Summer,8,234,50.08,11.52,10.886,NULL,11,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.993779,1999,Summer,8,234,50.08,11.52,10.718,NULL,23,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.952307,1999,Summer,8,234,50.08,11.52,10.599,NULL,24,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.322447,1999,Summer,8,234,50.08,11.52,11.015,NULL,12,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.883878,1999,Summer,8,234,50.08,11.52,10.851,NULL,2,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.761016,1999,Summer,8,234,50.08,11.52,11.29,NULL,14,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.825816,1999,Summer,8,234,50.08,11.52,10.804,NULL,3,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.222913,1999,Summer,8,234,50.08,11.52,11.339,NULL,15,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.813375,1999,Summer,8,234,50.08,11.52,10.698,NULL,4,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.335925,1999,Summer,8,234,50.08,11.52,11.363,NULL,16,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.817522,1999,Summer,8,234,50.08,11.52,10.619,NULL,5,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.210472,1999,Summer,8,234,50.08,11.52,11.338,NULL,17,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.734578,1999,Summer,8,234,50.08,11.52,10.579,NULL,6,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.060135,1999,Summer,8,234,50.08,11.52,11.29,NULL,18,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.788491,1999,Summer,8,234,50.08,11.52,10.555,NULL,7,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.973043,1999,Summer,8,234,50.08,11.52,11.178,NULL,19,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.854847,1999,Summer,8,234,50.08,11.52,10.603,NULL,8,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.057024,1999,Summer,8,234,50.08,11.52,11.033,NULL,20,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.085018,1999,Summer,8,234,50.08,11.52,10.692,NULL,9,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.919129,1999,Summer,8,234,50.08,11.52,10.912,NULL,21,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.784344,1999,Summer,8,235,50.08,11.52,10.454,NULL,1,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.007258,1999,Summer,8,235,50.08,11.52,10.069,NULL,13,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.854847,1999,Summer,8,235,50.08,11.52,10.383,NULL,10,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.785381,1999,Summer,8,235,50.08,11.52,11.047,NULL,22,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.483152,1999,Summer,8,235,50.08,11.52,10.528,NULL,11,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.694142,1999,Summer,8,235,50.08,11.52,10.974,NULL,23,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.685848,1999,Summer,8,235,50.08,11.52,10.894,NULL,24,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.655262,1999,Summer,8,235,50.08,11.52,10.811,NULL,12,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.688958,1999,Summer,8,235,50.08,11.52,10.357,NULL,2,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.082945,1999,Summer,8,235,50.08,11.52,11.198,NULL,14,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.697252,1999,Summer,8,235,50.08,11.52,10.196,NULL,3,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.104717,1999,Summer,8,235,50.08,11.52,11.311,NULL,15,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.781234,1999,Summer,8,235,50.08,11.52,10.116,NULL,4,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.188699,1999,Summer,8,235,50.08,11.52,11.424,NULL,16,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.783307,1999,Summer,8,235,50.08,11.52,10.036,NULL,5,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.929497,1999,Summer,8,235,50.08,11.52,11.465,NULL,17,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.740798,1999,Summer,8,235,50.08,11.52,9.971,NULL,6,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.8507,1999,Summer,8,235,50.08,11.52,11.465,NULL,18,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.866252,1999,Summer,8,235,50.08,11.52,9.939,NULL,7,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.901503,1999,Summer,8,235,50.08,11.52,11.425,NULL,19,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.615345,1999,Summer,8,235,50.08,11.52,10.052,NULL,8,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,2.02281,1999,Summer,8,235,50.08,11.52,11.304,NULL,20,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.725246,1999,Summer,8,235,50.08,11.52,10.238,NULL,9,Cf,EF,IRGA,NULL
2459,Germany,DE-Bavaria,DE-Bav,NULL,1.901503,1999,Summer,8,235,50.08,11.52,11.151,NULL,21,Cf,EF,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,5.959046,2001,Summer,6,NULL,35.2,-94.7,25.539,NULL,10,Cf,GRA,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,6.758942,2001,Summer,6,NULL,35.2,-94.7,27.8015,NULL,22,Cf,GRA,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,6.751166,2001,Summer,6,NULL,35.2,-94.7,26.6835,NULL,24,Cf,GRA,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,6.389321,2001,Summer,6,NULL,35.2,-94.7,28.6725,NULL,12,Cf,GRA,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,6.511146,2001,Summer,6,NULL,35.2,-94.7,25.506,NULL,2,Cf,GRA,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,7.087092,2001,Summer,6,NULL,35.2,-94.7,31.6005,NULL,14,Cf,GRA,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,6.757387,2001,Summer,6,NULL,35.2,-94.7,24.827,NULL,4,Cf,GRA,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,7.226024,2001,Summer,6,NULL,35.2,-94.7,32.418,NULL,16,Cf,GRA,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,6.371177,2001,Summer,6,NULL,35.2,-94.7,23.9135,NULL,6,Cf,GRA,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,7.083463,2001,Summer,6,NULL,35.2,-94.7,31.358,NULL,18,Cf,GRA,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,5.992224,2001,Summer,6,NULL,35.2,-94.7,23.666,NULL,8,Cf,GRA,IRGA,NULL
2479,USA,US-Oklahoma,US-Okl,NULL,7.208398,2001,Summer,6,NULL,35.2,-94.7,29.6235,NULL,20,Cf,GRA,IRGA,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.296,0.71,2001,Spring,5,130,35.5,106.33,10.357,NULL,7,Dw,CRO,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.38,0.912,2001,Spring,5,130,35.5,106.33,14.065,NULL,7,Dw,DF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.554,1.329,2001,Spring,5,130,35.5,106.33,12.205,NULL,7,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.41,0.984,2001,Spring,5,130,35.5,106.33,8.476,NULL,7,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.176,0.422,2001,Spring,5,130,35.5,106.33,8.114,NULL,7,Dw,GRA,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.74,1.776,2001,Spring,5,130,35.5,106.33,15.751,NULL,7,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.409,0.981,2001,Spring,5,130,35.5,106.33,9.908,NULL,7,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.228,0.547,2001,Spring,5,130,35.5,106.33,17.768,NULL,8,Dw,SH,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.363,0.871,2001,Spring,5,130,35.5,106.33,13.071,NULL,9,Dw,CRO,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.455,1.092,2001,Spring,5,130,35.5,106.33,15.401,NULL,9,Dw,DF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.582,1.3965,2001,Spring,5,130,35.5,106.33,12.4085,NULL,9,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.4485,1.076,2001,Spring,5,130,35.5,106.33,9.694,NULL,9,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.42,1.008,2001,Spring,5,130,35.5,106.33,8.229,NULL,9,Dw,GRA,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.839,2.013,2001,Spring,5,130,35.5,106.33,17.6,NULL,9,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.462,1.108,2001,Spring,5,130,35.5,106.33,11.301,NULL,9,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.337,0.808,2001,Spring,5,130,35.5,106.33,20.446,NULL,10,Dw,SH,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.573,1.375,2001,Spring,5,130,35.5,106.33,15.071,NULL,11,Dw,CRO,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.601,1.442,2001,Spring,5,130,35.5,106.33,19.408,NULL,11,Dw,DF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.692,1.66,2001,Spring,5,130,35.5,106.33,15.222,NULL,11,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.567,1.36,2001,Spring,5,130,35.5,106.33,10.524,NULL,11,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.474,1.137,2001,Spring,5,130,35.5,106.33,10.234,NULL,11,Dw,GRA,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,1.171,2.81,2001,Spring,5,130,35.5,106.33,18.641,NULL,11,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.56,1.344,2001,Spring,5,130,35.5,106.33,11.745,NULL,11,Dw,EF,Alkali absorption,NULL
2495,China,Ningxia Liupan Mountain,CN-NLM,0.418,1.003,2001,Spring,5,130,35.5,106.33,23.304,NULL,12,Dw,SH,Alkali absorption,NULL
