StudyNumber,Country,SiteName,SiteID,RS_Paper,RS_Norm,Measure_Year,Measure_Season,Measure_Month,Measure_DOY,Lat_Original,Long_Original,Tsoil(C),SoilMoisture(%),TimeLable,MiddleClimate,MiddleVegType,Meas_Method,Comments
4246,USA,US-OwensValley,US-Owe,36.361,0.870854,2005,Spring,5,138,37.6,-118.6,NULL,NULL,24,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,378.696,9.069858,2005,Spring,5,138,37.6,-118.6,NULL,NULL,12,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,44.987,1.077449,2005,Spring,5,138,37.6,-118.6,NULL,NULL,12,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,250.963,6.010622,2005,Spring,5,138,37.6,-118.6,NULL,NULL,2,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,32.855,0.786885,2005,Spring,5,138,37.6,-118.6,NULL,NULL,2,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,406.132,9.726956,2005,Spring,5,138,37.6,-118.6,NULL,NULL,14,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,46.268,1.108129,2005,Spring,5,138,37.6,-118.6,NULL,NULL,14,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,251.259,6.017712,2005,Spring,5,138,37.6,-118.6,NULL,NULL,4,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,33.126,0.793375,2005,Spring,5,138,37.6,-118.6,NULL,NULL,4,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,393.863,9.433111,2005,Spring,5,138,37.6,-118.6,NULL,NULL,16,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,45.392,1.087149,2005,Spring,5,138,37.6,-118.6,NULL,NULL,16,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,260.264,6.233384,2005,Spring,5,138,37.6,-118.6,NULL,NULL,6,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,27.464,0.657769,2005,Spring,5,138,37.6,-118.6,NULL,NULL,6,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,353.68,8.470719,2005,Spring,5,138,37.6,-118.6,NULL,NULL,18,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,42.964,1.028998,2005,Spring,5,138,37.6,-118.6,NULL,NULL,18,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,275.273,6.592853,2005,Spring,5,138,37.6,-118.6,NULL,NULL,8,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,33.934,0.812727,2005,Spring,5,138,37.6,-118.6,NULL,NULL,8,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,301.01,7.20926,2005,Spring,5,138,37.6,-118.6,NULL,NULL,20,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,40.741,0.975756,2005,Spring,5,138,37.6,-118.6,NULL,NULL,20,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,403.055,9.653261,2005,Summer,6,154,37.6,-118.6,22.947,NULL,10,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,50.737,1.215163,2005,Summer,6,154,37.6,-118.6,32.688,NULL,10,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,332.809,7.970853,2005,Summer,6,154,37.6,-118.6,24.555,NULL,22,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,41.199,0.986726,2005,Summer,6,154,37.6,-118.6,27.087,NULL,22,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,304.143,7.284296,2005,Summer,6,154,37.6,-118.6,22.258,NULL,24,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,38.387,0.919378,2005,Summer,6,154,37.6,-118.6,24.702,NULL,24,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,470.998,11.280512,2005,Summer,6,154,37.6,-118.6,29.608,NULL,12,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,46.717,1.118883,2005,Summer,6,154,37.6,-118.6,35.073,NULL,12,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,331.839,7.947621,2005,Summer,6,154,37.6,-118.6,18.238,NULL,2,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,35.982,0.861777,2005,Summer,6,154,37.6,-118.6,20.035,NULL,2,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,459.883,11.014305,2005,Summer,6,154,37.6,-118.6,38.22,NULL,14,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,48.678,1.165849,2005,Summer,6,154,37.6,-118.6,36.94,NULL,14,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,346.336,8.294828,2005,Summer,6,154,37.6,-118.6,16.746,NULL,4,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,35.051,0.83948,2005,Summer,6,154,37.6,-118.6,18.894,NULL,4,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,482.438,11.554503,2005,Summer,6,154,37.6,-118.6,38.794,NULL,16,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,51.041,1.222444,2005,Summer,6,154,37.6,-118.6,37.563,NULL,16,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,336.685,8.063684,2005,Summer,6,154,37.6,-118.6,15.827,NULL,6,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,37.414,0.896074,2005,Summer,6,154,37.6,-118.6,24.702,NULL,6,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,466.963,11.183873,2005,Summer,6,154,37.6,-118.6,35.349,NULL,18,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,50.514,1.209822,2005,Summer,6,154,37.6,-118.6,35.075,NULL,18,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,358.529,8.586853,2005,Summer,6,154,37.6,-118.6,18.584,NULL,8,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,49.074,1.175334,2005,Summer,6,154,37.6,-118.6,28.746,NULL,8,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,403.174,9.656111,2005,Summer,6,154,37.6,-118.6,29.148,NULL,20,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,45.218,1.082982,2005,Summer,6,154,37.6,-118.6,30.199,NULL,20,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,446.026,10.682427,2005,Summer,6,155,37.6,-118.6,NULL,NULL,10,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,46.169,1.105758,2005,Summer,6,155,37.6,-118.6,NULL,NULL,10,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,380.204,9.105974,2005,Summer,6,155,37.6,-118.6,NULL,NULL,22,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,44.221,1.059103,2005,Summer,6,155,37.6,-118.6,NULL,NULL,22,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,349.998,8.382534,2005,Summer,6,155,37.6,-118.6,NULL,NULL,24,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,39.257,0.940214,2005,Summer,6,155,37.6,-118.6,NULL,NULL,24,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,506.25,12.124806,2005,Summer,6,155,37.6,-118.6,NULL,NULL,12,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,42.147,1.00943,2005,Summer,6,155,37.6,-118.6,NULL,NULL,12,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,347.008,8.310923,2005,Summer,6,155,37.6,-118.6,NULL,NULL,2,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,36.451,0.87301,2005,Summer,6,155,37.6,-118.6,NULL,NULL,2,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,492.216,11.788688,2005,Summer,6,155,37.6,-118.6,NULL,NULL,14,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,46.255,1.107818,2005,Summer,6,155,37.6,-118.6,NULL,NULL,14,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,50.093,1.199739,2005,Summer,6,155,37.6,-118.6,NULL,NULL,15,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,318.242,7.62197,2005,Summer,6,155,37.6,-118.6,NULL,NULL,4,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,31.488,0.754145,2005,Summer,6,155,37.6,-118.6,NULL,NULL,4,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,503.919,12.068978,2005,Summer,6,155,37.6,-118.6,NULL,NULL,16,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,47.01,1.1259,2005,Summer,6,155,37.6,-118.6,NULL,NULL,16,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,354.206,8.483316,2005,Summer,6,155,37.6,-118.6,NULL,NULL,6,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,34.859,0.834881,2005,Summer,6,155,37.6,-118.6,NULL,NULL,6,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,402.351,9.6364,2005,Summer,6,155,37.6,-118.6,NULL,NULL,18,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,45.006,1.077904,2005,Summer,6,155,37.6,-118.6,NULL,NULL,18,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,42.324,1.01367,2005,Summer,6,155,37.6,-118.6,NULL,NULL,7,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,390.924,9.362721,2005,Summer,6,155,37.6,-118.6,NULL,NULL,8,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,51.398,1.230994,2005,Summer,6,155,37.6,-118.6,NULL,NULL,8,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,364.085,8.719921,2005,Summer,6,155,37.6,-118.6,NULL,NULL,20,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,43.74,1.047583,2005,Summer,6,155,37.6,-118.6,NULL,NULL,20,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,40.669,0.974032,2005,Summer,6,156,37.6,-118.6,NULL,NULL,1,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,492.225,11.788904,2005,Summer,6,156,37.6,-118.6,NULL,NULL,10,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,46.827,1.121518,2005,Summer,6,156,37.6,-118.6,NULL,NULL,10,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,351.405,8.416232,2005,Summer,6,156,37.6,-118.6,NULL,NULL,22,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,40.268,0.964428,2005,Summer,6,156,37.6,-118.6,NULL,NULL,22,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,350.714,8.399682,2005,Summer,6,156,37.6,-118.6,NULL,NULL,24,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,38.393,0.919521,2005,Summer,6,156,37.6,-118.6,NULL,NULL,24,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,495.95,11.878118,2005,Summer,6,156,37.6,-118.6,NULL,NULL,12,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,44.151,1.057427,2005,Summer,6,156,37.6,-118.6,NULL,NULL,12,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,347.142,8.314132,2005,Summer,6,156,37.6,-118.6,NULL,NULL,2,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,36.987,0.885847,2005,Summer,6,156,37.6,-118.6,NULL,NULL,2,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,501.896,12.020526,2005,Summer,6,156,37.6,-118.6,NULL,NULL,14,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,46.962,1.124751,2005,Summer,6,156,37.6,-118.6,NULL,NULL,14,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,386.159,9.248598,2005,Summer,6,156,37.6,-118.6,NULL,NULL,4,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,36.184,0.866615,2005,Summer,6,156,37.6,-118.6,NULL,NULL,4,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,476.952,11.423112,2005,Summer,6,156,37.6,-118.6,NULL,NULL,16,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,48.435,1.16003,2005,Summer,6,156,37.6,-118.6,NULL,NULL,16,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,351.657,8.422267,2005,Summer,6,156,37.6,-118.6,NULL,NULL,6,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,35.448,0.848988,2005,Summer,6,156,37.6,-118.6,NULL,NULL,6,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,447.621,10.720627,2005,Summer,6,156,37.6,-118.6,NULL,NULL,18,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,48.77,1.168053,2005,Summer,6,156,37.6,-118.6,NULL,NULL,18,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,38.527,0.922731,2005,Summer,6,156,37.6,-118.6,NULL,NULL,7,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,388.478,9.304139,2005,Summer,6,156,37.6,-118.6,NULL,NULL,8,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,404.288,9.682792,2005,Summer,6,156,37.6,-118.6,NULL,NULL,20,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,41.54,0.994893,2005,Summer,6,156,37.6,-118.6,NULL,NULL,20,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,50.042,1.198518,2005,Summer,6,156,37.6,-118.6,NULL,NULL,9,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,42.742,1.023681,2005,Summer,6,169,37.6,-118.6,NULL,NULL,1,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,313.224,7.501788,2005,Summer,6,169,37.6,-118.6,NULL,NULL,10,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,53.721,1.28663,2005,Summer,6,169,37.6,-118.6,NULL,NULL,10,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,462.14,11.068361,2005,Summer,6,169,37.6,-118.6,NULL,NULL,22,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,48.084,1.151623,2005,Summer,6,169,37.6,-118.6,NULL,NULL,22,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,508.287,12.173592,2005,Summer,6,169,37.6,-118.6,NULL,NULL,24,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,46.386,1.110956,2005,Summer,6,169,37.6,-118.6,NULL,NULL,24,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,341.106,8.169568,2005,Summer,6,169,37.6,-118.6,NULL,NULL,12,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,50.878,1.21854,2005,Summer,6,169,37.6,-118.6,NULL,NULL,12,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,439.557,10.527493,2005,Summer,6,169,37.6,-118.6,NULL,NULL,2,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,41.855,1.002437,2005,Summer,6,169,37.6,-118.6,NULL,NULL,2,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,338.237,8.100855,2005,Summer,6,169,37.6,-118.6,NULL,NULL,14,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,57.51,1.377378,2005,Summer,6,169,37.6,-118.6,NULL,NULL,14,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,419.154,10.038836,2005,Summer,6,169,37.6,-118.6,NULL,NULL,4,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,41.096,0.984259,2005,Summer,6,169,37.6,-118.6,NULL,NULL,4,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,337.568,8.084832,2005,Summer,6,169,37.6,-118.6,NULL,NULL,16,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,53.795,1.288403,2005,Summer,6,169,37.6,-118.6,NULL,NULL,16,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,360.673,8.638202,2005,Summer,6,169,37.6,-118.6,NULL,NULL,6,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,40.538,0.970895,2005,Summer,6,169,37.6,-118.6,NULL,NULL,6,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,333.23,7.980936,2005,Summer,6,169,37.6,-118.6,NULL,NULL,18,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,47.532,1.138402,2005,Summer,6,169,37.6,-118.6,NULL,NULL,18,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,46.298,1.108848,2005,Summer,6,169,37.6,-118.6,NULL,NULL,7,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,49.058,1.174951,2005,Summer,6,169,37.6,-118.6,NULL,NULL,19,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,330.732,7.921109,2005,Summer,6,169,37.6,-118.6,NULL,NULL,8,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,355.964,8.525421,2005,Summer,6,169,37.6,-118.6,NULL,NULL,20,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,46.424,1.111866,2005,Summer,6,169,37.6,-118.6,NULL,NULL,20,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,50.31,1.204936,2005,Summer,6,169,37.6,-118.6,NULL,NULL,9,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,44.807,1.073138,2005,Summer,6,170,37.6,-118.6,NULL,NULL,1,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,306.278,7.33543,2005,Summer,6,170,37.6,-118.6,NULL,NULL,10,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,53.575,1.283134,2005,Summer,6,170,37.6,-118.6,NULL,NULL,10,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,399.909,9.577914,2005,Summer,6,170,37.6,-118.6,NULL,NULL,22,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,47.028,1.126332,2005,Summer,6,170,37.6,-118.6,NULL,NULL,22,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,463.427,11.099185,2005,Summer,6,170,37.6,-118.6,NULL,NULL,24,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,44.88,1.074886,2005,Summer,6,170,37.6,-118.6,NULL,NULL,24,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,286.937,6.872208,2005,Summer,6,170,37.6,-118.6,NULL,NULL,12,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,47.885,1.146857,2005,Summer,6,170,37.6,-118.6,NULL,NULL,12,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,477.673,11.44038,2005,Summer,6,170,37.6,-118.6,NULL,NULL,2,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,45.801,1.096945,2005,Summer,6,170,37.6,-118.6,NULL,NULL,2,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,265.382,6.355961,2005,Summer,6,170,37.6,-118.6,NULL,NULL,14,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,53.958,1.292307,2005,Summer,6,170,37.6,-118.6,NULL,NULL,14,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,480.725,11.513476,2005,Summer,6,170,37.6,-118.6,NULL,NULL,4,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,43.653,1.0455,2005,Summer,6,170,37.6,-118.6,NULL,NULL,4,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,313.19,7.500974,2005,Summer,6,170,37.6,-118.6,NULL,NULL,16,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,51.609,1.236048,2005,Summer,6,170,37.6,-118.6,NULL,NULL,16,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,52.737,1.263063,2005,Summer,6,170,37.6,-118.6,NULL,NULL,17,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,371.838,8.905607,2005,Summer,6,170,37.6,-118.6,NULL,NULL,6,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,40.501,0.970008,2005,Summer,6,170,37.6,-118.6,NULL,NULL,6,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,329.665,7.895554,2005,Summer,6,170,37.6,-118.6,NULL,NULL,18,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,51.325,1.229246,2005,Summer,6,170,37.6,-118.6,NULL,NULL,19,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,392.801,9.407676,2005,Summer,6,170,37.6,-118.6,NULL,NULL,8,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,44.904,1.075461,2005,Summer,6,170,37.6,-118.6,NULL,NULL,8,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,311.062,7.450007,2005,Summer,6,170,37.6,-118.6,NULL,NULL,20,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,49.777,1.192171,2005,Summer,6,170,37.6,-118.6,NULL,NULL,20,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,50.778,1.216145,2005,Summer,6,170,37.6,-118.6,NULL,NULL,9,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,42.279,1.012592,2005,Summer,6,171,37.6,-118.6,NULL,NULL,1,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,314.294,7.527415,2005,Summer,6,171,37.6,-118.6,NULL,NULL,10,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,345.315,8.270375,2005,Summer,6,171,37.6,-118.6,NULL,NULL,22,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,47.762,1.143911,2005,Summer,6,171,37.6,-118.6,NULL,NULL,22,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,52.282,1.252166,2005,Summer,6,171,37.6,-118.6,NULL,NULL,11,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,348.197,8.339399,2005,Summer,6,171,37.6,-118.6,NULL,NULL,24,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,46.091,1.10389,2005,Summer,6,171,37.6,-118.6,NULL,NULL,24,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,278.231,6.663697,2005,Summer,6,171,37.6,-118.6,NULL,NULL,12,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,49.608,1.188123,2005,Summer,6,171,37.6,-118.6,NULL,NULL,12,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,441.559,10.575441,2005,Summer,6,171,37.6,-118.6,NULL,NULL,2,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,271.099,6.492884,2005,Summer,6,171,37.6,-118.6,NULL,NULL,14,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,54.567,1.306892,2005,Summer,6,171,37.6,-118.6,NULL,NULL,14,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,40.944,0.980618,2005,Summer,6,171,37.6,-118.6,NULL,NULL,3,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,452.429,10.83578,2005,Summer,6,171,37.6,-118.6,NULL,NULL,4,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,43.159,1.033668,2005,Summer,6,171,37.6,-118.6,NULL,NULL,4,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,290.023,6.946119,2005,Summer,6,171,37.6,-118.6,NULL,NULL,16,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,53.165,1.273314,2005,Summer,6,171,37.6,-118.6,NULL,NULL,16,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,56.047,1.342339,2005,Summer,6,171,37.6,-118.6,NULL,NULL,17,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,381.569,9.138667,2005,Summer,6,171,37.6,-118.6,NULL,NULL,6,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,42.293,1.012927,2005,Summer,6,171,37.6,-118.6,NULL,NULL,6,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,314.773,7.538887,2005,Summer,6,171,37.6,-118.6,NULL,NULL,18,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,48.924,1.171741,2005,Summer,6,171,37.6,-118.6,NULL,NULL,7,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,56.321,1.348901,2005,Summer,6,171,37.6,-118.6,NULL,NULL,19,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,345.751,8.280817,2005,Summer,6,171,37.6,-118.6,NULL,NULL,8,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,339.546,8.132206,2005,Summer,6,171,37.6,-118.6,NULL,NULL,20,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,47.221,1.130954,2005,Summer,6,171,37.6,-118.6,NULL,NULL,20,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,52.343,1.253627,2005,Summer,6,171,37.6,-118.6,NULL,NULL,9,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,41.068,0.983588,2005,Summer,7,199,37.6,-118.6,24.097,NULL,1,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,221.609,5.307587,2005,Summer,7,199,37.6,-118.6,38.088,NULL,10,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,153.353,3.67284,2005,Summer,7,199,37.6,-118.6,27.518,NULL,22,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,32.726,0.783795,2005,Summer,7,199,37.6,-118.6,29.197,NULL,22,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,42.468,1.017119,2005,Summer,7,199,37.6,-118.6,35.494,NULL,11,Cs,SH,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,164.954,3.950687,2005,Summer,7,199,37.6,-118.6,24.088,NULL,24,Cs,GRA,IRGA,NULL
4246,USA,US-OwensValley,US-Owe,33.261,0.796609,2005,Summer,7,199,37.6,-118.6,26.952,NULL,24,Cs,SH,IRGA,NULL
